Observatoire des territoires - ANCT; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : Communes (2024); ; ; ; ; ; ; ; ; ; 
Code;Libellé;Nombre d'Arrêtés de Catastrophes Naturelles publiés au J.O.;Evolution Surface agricole utilisée (SAU) (2010-2020) 2020;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Superficie 2021;Consommation d'espaces naturels, agricoles et forestiers (ENAF) entre le 1er janvier 2009 et le 1er janvier 2023;Population au dernier recensement 2021
65355;Paréac;6;16.3;0;0;41.2;58.8;2.4;0.6;76
65356;Péré;6;60.4;0;0;69;31;4.7;0.5;61
65357;Peyraube;5;-5;0;0;51.2;48.8;3.5;1.7;167
65358;Peyret-Saint-André;8;-0.4;0;0;9.4;90;6.2;4.5;57
65359;Peyriguère;6;-20;0;0;65.2;34.8;4.2;0.2;24
65360;Peyrouse;9;47.2;0.4;0;31.4;68.2;4.8;1;273
65361;Peyrun;7;-26.9;0;0;20;80;4;0.6;102
65362;Pierrefitte-Nestalas;11;12;47.3;0;28.6;24.1;1.8;1.5;1111
65363;Pinas;7;-17.5;6.2;0;22.9;70.8;5.9;3.6;450
65364;Pintac;5;-4.9;0;0;42.8;57.2;1.5;0;22
65366;Poueyferré;5;-2;7.2;0;13.7;79;6.2;3.1;838
65367;Poumarous;5;19.8;0;0;33.7;66.3;5.7;2.4;160
65368;Pouy;8;-52.3;0;0;23.1;76.9;1.9;0.8;41
65369;Pouyastruc;12;-2.4;5.4;0;27.4;67.2;11.6;8.1;636
65370;Pouzac;14;16.1;9.4;0;32;58.6;7.6;6.4;1105
65371;Préchac;8;-24.7;21.5;0;4.3;74.2;1.6;1.4;240
65372;Pujo;7;15.9;11.1;0;2.8;86.1;5.3;4.1;658
65373;Puntous;8;-3.9;3.1;0;25.6;71.2;8.8;0.5;160
65374;Puydarrieux;7;-15.2;0;0;18.4;69.8;14;5.2;232
65375;Rabastens-de-Bigorre;9;-71;14.8;0;12.1;73.2;8.9;8.9;1445
65376;Recurt;8;-18.3;2.3;0;38.6;59.1;13.4;3.1;210
65377;Réjaumont;9;-5.4;0;0;29.4;70.6;6.7;3.1;152
65378;Ricaud;5;-11.9;0;0;51.8;48.2;3.3;0.8;66
65379;Ris;5;316.7;0;0;100;0;1.9;0.2;14
65380;Sabalos;6;-90.7;10.8;0;25.8;63.5;2.2;1;147
65381;Sabarros;6;0.6;0;0;47.2;52.8;3.7;1.9;33
65382;Sacoué;5;-33.8;2.3;0;89.2;8.6;13.1;0.4;82
65383;Sadournin;6;-0.1;0;0;18;82;12.4;1.5;195
65384;Sailhan;8;-13.5;0;0;73.8;26.2;2.6;2;172
65385;Saint-Arroman;6;-2.6;0;0;23.9;76.1;4.2;1.2;97
65386;Saint-Créac;11;-17.2;0;0;47.7;52.3;2.2;0.4;104
65387;Saint-Lanne;7;7.2;0;0;20.2;79.8;13.1;0.9;122
65388;Saint-Lary-Soulan;12;-27;1.2;0;97.6;0.2;91;4.7;839
65389;Saint-Laurent-de-Neste;9;-13.1;9.3;0;20.4;69.1;10.4;7.1;958
65390;Saint-Lézer;6;-13.6;6.3;0;49.1;44.6;11.2;4;431
65391;Sainte-Marie;5;N/A - résultat non disponible;20.1;0;6.6;73.3;0.3;1;59
65392;Saint-Martin;5;-3.1;4.6;0;14.3;81.1;8.1;4;443
65393;Saint-Pastous;6;-14.8;0;0;62.6;37.4;8.2;1.6;149
65394;Saint-Paul;8;-51;11.5;0;28.2;58.1;6.8;3.9;321
65395;Saint-Pé-de-Bigorre;11;-18.6;1.7;0;75.8;22.4;43.4;2.5;1154
65396;Saint-Savin;8;53;1.6;0;58.1;40.2;3.9;1.7;366
65397;Saint-Sever-de-Rustan;6;52.7;0;0;27.1;72.9;9.5;1;159
65398;Saléchan;5;12.5;9.3;0;54;36.7;4.1;1.2;243
65399;Saligos;10;-25;0;0;76.3;23.7;7.1;0.3;93
65400;Salles;7;-74.6;1.2;0;86.3;12.6;27.5;2.8;238
65401;Salles-Adour;6;139.3;16.7;0;0;83.3;2.5;8;569
65402;Samuran;5;0;0;0;76.9;23.1;2.5;0.1;25
65403;Sanous;6;-75.5;0;0;21.3;78.7;1.7;0.7;102
65404;Sariac-Magnoac;8;-5.9;0;0;19;81;10.9;4.1;156
65405;Sarlabous;5;-6.6;0;0;48;52;3.4;0.7;77
65406;Sarniguet;5;-59.4;18.7;0;17.2;64.1;2.1;1.3;259
65407;Sarp;5;35.8;14.7;0;51.9;33.4;1.8;0.2;108
65408;Sarrancolin;11;-43.9;1.4;0;90.9;7.7;32.1;1.2;552
65409;Sarriac-Bigorre;7;3.6;4.5;0;2.3;93.2;10.8;8.6;282
65410;Sarrouilles;6;-3.2;18.4;0;17.2;64.4;4.2;3.2;533
65411;Sassis;9;-58.3;33.4;0;22.9;43.6;0.5;0.3;76
65412;Sauveterre;6;20.5;0;0;11.1;88.9;10.4;1.8;162
65413;Sazos;9;-11.9;0;0;94.4;5.6;29.4;0.7;144
65414;Ségalas;6;54.3;0;0;0.1;99.9;6;2.9;82
65415;Ségus;5;70;2.2;0;75;22.8;10.7;1.7;249
65416;Seich;6;-54.1;0;0;67;32.9;7.2;0.6;86
65417;Séméac;8;-16.3;57.3;0;18.8;23.8;6.3;21.3;5161
65418;Sénac;6;-12.8;3.7;0;14.2;82.1;8.9;2.6;289
65419;Sentous;6;5.1;0;0;27.8;72.2;7.3;1.8;72
65420;Sère-en-Lavedan;5;-28.3;0;0;37.9;62.1;1.9;0.7;80
65421;Sère-Lanso;6;-71.9;0;0;60.4;39.6;4.3;0.2;46
65422;Séron;6;9;5.3;0;13.6;81.1;9.3;3.5;335
65423;Sère-Rustaing;7;3.9;0;0;27.2;68.6;5.3;1.4;130
65424;Sers;17;59.1;0.2;0;97.5;2.3;29.9;0.5;113
65425;Siarrouy;6;5.2;7.8;0;27.5;64.8;6.2;2.7;453
65426;Sinzos;5;0;0;0;35;59.1;4.1;1.3;131
65427;Siradan;5;N/A - résultat non disponible;22;0;67.6;10.4;2.7;1.5;286
65428;Sireix;5;8.7;0;0;63.7;36.3;1.7;0.5;62
65429;Sombrun;7;-2.7;5.8;0;37.7;56.6;9.7;1.8;201
65430;Soréac;5;27.5;0;0;39.5;60.5;2.3;0.8;44
65431;Sost;15;15.9;0;0;90.3;9.7;32;0.3;97
65432;Soublecause;5;-22.6;0;0;29.4;70.6;6.2;1.7;176
65433;Soues;9;-38;40.3;0;0;59.7;3.9;8.1;3023
65435;Soulom;8;N/A - résultat non disponible;15.4;0;79.3;5.4;2.9;1.1;286
65436;Souyeaux;6;-7.8;7.1;0;38.8;54.2;6;2.2;302
65437;Tajan;8;-10.1;0;0;5.9;94.1;4.9;1.7;134
65438;Talazac;5;-96.4;10.4;0;28;61.6;1.6;0.4;76
65439;Tarasteix;5;-19.1;0;0;24.3;75.7;9.8;2.5;272
65440;Tarbes;16;-12.6;88.6;0;0;11.4;15.3;22.9;43955
65441;Thèbe;5;-34.3;0;0;83.6;16.4;7.6;0.4;85
65442;Thermes-Magnoac;8;-0.2;0;0;18.8;81.2;10.8;5.1;219
65443;Thuy;5;22.4;0;0;23.4;76.7;0.5;0.2;17
65444;Tibiran-Jaunac;9;23.4;0;0;41.5;58.5;6.4;4.8;326
65445;Tilhouse;6;-45;0;0;58.5;41.5;6.5;2.7;228
65446;Tostat;5;54;8.1;0;30.5;61.4;6.3;5.9;548
65447;Tournay;8;-13.8;9.2;0;44.8;46;14.3;12.3;1230
65448;Tournous-Darré;7;-41.3;0;0;18.8;81.2;5.6;0.9;83
65449;Tournous-Devant;7;-1.9;0;0;19.8;80.2;4.7;1.8;84
65450;Tramezaïgues;8;N/A - résultat non disponible;0;0;98.8;1.2;35;0.3;40
65451;Trébons;6;-12.5;5.8;0;49.7;44.5;10.2;5.8;747
65452;Trie-sur-Baïse;6;24.4;11.4;0;7.7;81;11.2;4.9;995
65453;Troubat;5;25.7;0;0;80.3;19.7;2.8;0.1;75
65454;Trouley-Labarthe;6;-6.7;0;0;29.3;70.7;4.4;1.2;106
65455;Tuzaguet;9;-3.3;10.8;0;20.5;68.8;7.7;5.2;431
65456;Uglas;8;13.5;0;0;25.3;74.7;8.5;2.7;279
65457;Ugnouas;5;17;0;0;13.3;86.7;1.6;1.1;84
65458;Uz;5;-51.2;0;0;87.6;12.4;2.5;0.3;36
65459;Uzer;6;27.7;0;0;62.1;37.9;3.5;0.4;103
65460;Vic-en-Bigorre;7;-2.7;12.3;0;16.3;69.7;31.9;16;4822
65461;Vidou;6;-27.2;0;0;11;89;5;5.4;91
65462;Vidouze;7;-6;2;0;22.3;74.8;16;1.6;236
65463;Viella;11;21.9;0;0;67.9;32.1;3.1;0;84
65464;Vielle-Adour;6;-12.3;7.3;0;19.5;73.2;5.8;2;494
65465;Vielle-Aure;9;17.4;1.5;0;90.9;4.2;5.4;1.3;311
65466;Vielle-Louron;8;40.9;1;0;80.8;18.2;2.9;0.7;82
65467;Vier-Bordes;7;47.8;0;0;79.4;20.6;9.4;2.2;95
65468;Vieuzos;8;49.7;0;0;38.1;61.9;4.9;1;46
65469;Viey;7;143.8;0;0;91.2;8.8;6.2;0.1;19
65470;Viger;5;0;5.2;0;72.4;22.4;3.4;1.2;144
65471;Vignec;8;-59.8;5.5;0;89.8;4.7;6.4;1.8;210
65472;Villefranque;6;4.2;0;0;44.8;55.2;3.2;1.6;73
65473;Villelongue;9;-8.3;2.4;0;92.9;4.7;20.5;2;368
65474;Villembits;5;19.8;0;0;10.8;89.1;5.2;2.4;111
65475;Villemur;8;-21;0;0;24.2;75.8;3.7;1.3;59
65476;Villenave-près-Béarn;5;1.4;0;0;11.2;88.8;3.1;0.7;67
65477;Villenave-près-Marsac;5;N/A - résultat non disponible;11.2;0;14;74.8;1.1;2;109
65478;Viscos;7;N/A - résultat non disponible;0;0;91.8;8.2;6.5;0.1;33
65479;Visker;5;-3;0;0;24.6;75.4;4.2;3.4;363
65481;Barèges;11;N/A - résultat non disponible;0.5;0;98.9;0.6;45.8;2.3;145
65482;Cantaous;6;0;10.5;0;23.3;66.2;5.7;2.9;437
66001;L'Albère;9;-71.3;0;0;95.1;4.9;17.1;0;66
66002;Alénya;11;-15.9;25.3;0;0;74.7;5.3;9.5;3619
66003;Amélie-les-Bains-Palalda;15;-38.5;5.8;0;91.6;2.6;29.4;2.4;3565
66004;Les Angles;11;102.3;2.8;0;85.4;9.7;43.2;8.3;539
66005;Angoustrine-Villeneuve-des-Escaldes;8;-63.5;0.6;1.3;91.2;3.4;87.9;1.5;554
66006;Ansignan;12;-48.2;0;0;71;27.7;7.8;2.3;167
66007;Arboussols;11;381.6;0;0;82.6;16.8;14.1;1.2;128
66008;Argelès-sur-Mer;27;-10.1;17.9;0;46.4;35.6;58.7;72.3;10792
66009;Arles-sur-Tech;14;69.2;6.5;0;84.8;8.7;28.8;12.5;2794
66010;Ayguatébia-Talau;8;N/A - résultat non disponible;0;0;100;0;29.7;0.4;40
66011;Bages;11;-42.5;11.7;0;0;88.3;11.9;31.3;4482
66012;Baho;8;-12.5;16.2;0;0;83.8;7.9;12.4;3327
66013;Baillestavy;8;-61.6;0;0;98.1;1.9;17.9;0.4;121
66014;Baixas;11;-37.1;9.3;0;16.8;73.8;18.9;12.8;2727
66015;Banyuls-dels-Aspres;9;9.8;11.3;0;7;81.7;10.5;11.4;1310
66016;Banyuls-sur-Mer;19;-11.5;4.5;0;60.4;34.8;42.4;19.7;4671
66017;Le Barcarès;23;N/A - résultat non disponible;42.5;11.1;12.4;8.1;11.7;2.5;6049
66018;La Bastide;10;-24.8;0;0;97.9;2.1;15.6;0.1;65
66019;Bélesta;13;-60.7;0;0;59.4;40.6;20.5;1.2;212
66020;Bolquère;8;-81.1;10.9;0;72.3;16.8;17.6;9.3;808
66021;Bompas;10;-60.7;38.8;0;0;61.2;5.7;37.2;7619
66022;Boule-d'Amont;8;-42.3;0;0;95.5;4.5;23.2;0.1;61
66023;Bouleternère;9;202.8;2.9;0;68.6;28.5;10.6;2.9;955
66024;Le Boulou;10;-25;31.9;0;29.2;39;14.4;36.8;5321
66025;Bourg-Madame;6;82.8;7.4;0;0;92.6;7.8;5.1;1204
66026;Brouilla;9;-41.7;7.6;0;7.7;84.6;7.8;29.2;1581
66027;La Cabanasse;8;N/A - résultat non disponible;17.7;0;14.4;67.9;3.3;5.5;696
66028;Cabestany;14;-10.2;36;0;0;64;10.4;58.5;10338
66029;Caixas;9;-42.9;0;0;94.6;5.4;28.1;2;133
66030;Calce;11;217.4;1.6;0;54.9;43.5;23.8;1.7;220
66032;Calmeilles;9;-60;0;0;93.9;6.1;13.2;0.3;60
66033;Camélas;9;5.7;2.2;0;64.6;33.2;12.7;7.3;457
66034;Campôme;11;-84;0;0;89;11;5.3;1.6;115
66035;Campoussy;10;-49.2;0;0;92.6;7.4;17;0.1;41
66036;Canaveilles;10;N/A - résultat non disponible;0;0;100;0;10.9;0.4;33
66037;Canet-en-Roussillon;21;-20.6;23.3;16;5.5;33.9;22.4;55.8;12598
66038;Canohès;11;221.2;29;0;0;71;8.6;43.2;6534
66039;Caramany;12;-22.2;0;0;61.8;29.2;14;0;131
66040;Casefabre;8;363.2;0;0;90.1;9.9;7;0.6;43
66041;Cases-de-Pène;13;-33.2;3.4;0;65.9;30.7;13.4;8.1;969
66042;Cassagnes;11;10.7;1.6;0;56;41.1;15.2;1;283
66043;Casteil;9;N/A - résultat non disponible;0.9;0;99.1;0;29.8;0.9;142
66044;Castelnou;9;-13.8;1.3;0;80.8;17.8;19.3;4.8;286
66045;Catllar;14;-41.7;5;0;82.9;12.1;8;2.5;743
66046;Caudiès-de-Fenouillèdes;12;9.8;1.4;0;73.3;25.3;36.5;1.8;589
66047;Caudiès-de-Conflent;7;N/A - résultat non disponible;0;0;100;0;6.5;0.1;18
66048;Cerbère;18;-34.8;12.5;0;71.7;14.3;8.2;2.9;1257
66049;Céret;13;-40.5;8.6;0;57.6;33.8;37.9;41.3;7648
66050;Claira;14;20.7;10.9;0;0;89.1;19.3;63.3;4681
66051;Clara-Villerach;11;-100;3.7;0;89.5;6.8;8.7;2.2;266
66052;Codalet;11;-32.6;10;0;51.5;38.5;2.8;2.3;357
66053;Collioure;21;-2.6;15.1;0;28;56.9;13;3.6;2517
66054;Conat;11;-82.4;0;0;98.7;1.3;19.1;0.1;61
66055;Corbère;11;14.3;4.3;0;56.2;39.5;7.2;6.4;778
66056;Corbère-les-Cabanes;11;17.8;12.2;0;14.1;73.8;4.1;9.1;1098
66057;Corneilla-de-Conflent;10;-55.3;5.3;0;80.8;13.8;11;2.1;531
66058;Corneilla-la-Rivière;12;-42.5;5.2;0;23.1;71.7;11.9;8.2;2022
66059;Corneilla-del-Vercol;12;63;17.2;0;0;82.8;5.4;12.6;2561
66060;Corsavy;10;-43.7;0;0;96;4;47;0.2;244
66061;Coustouges;9;N/A - résultat non disponible;0;0;95.7;4.3;16.9;0.6;90
66062;Dorres;7;83.8;1;0;93.7;5.2;24.8;1.4;173
66063;Les Cluses;10;N/A - résultat non disponible;3;0;90.9;6.1;8.9;1.9;233
66064;Égat;8;-7.4;10.9;0;60.1;29;4.5;5.3;418
66065;Elne;13;27.9;13.9;0;1.2;84.8;21.3;68;9428
66066;Enveitg;7;55.7;1.9;0;84.6;13.5;30.5;4.6;626
66067;Err;7;19.8;1.9;0;88.8;9.4;25.9;10.4;699
66068;Escaro;8;-75.4;0;0;98.3;1.7;15.2;1.4;119
66069;Espira-de-l'Agly;14;19;9.9;0;29.4;60.7;26.8;20;3532
66070;Espira-de-Conflent;12;-81.7;0;0;66.3;33.6;6;5.2;202
66071;Estagel;18;-55.8;4.1;0;54.5;41.4;20.8;16.6;2087
66072;Estavar;9;48.4;9;0;59.4;31.6;9.2;7.4;467
66073;Estoher;9;219.2;0;0;96.5;3.5;26.1;0.3;144
66074;Eus;14;-9.7;1.3;0;85;13.7;20.1;1.3;380
66075;Eyne;8;177.8;1.4;0;74.7;23.9;20.4;1.9;146
66076;Feilluns;11;-99.3;0;0;58.1;41.9;6.6;1.2;61
66077;Fenouillet;9;562.5;0;0;87.2;12.8;18.8;0.2;92
66078;Fillols;11;-20.6;0;0;72.1;27.9;8.4;1.4;202
66079;Finestret;11;-50;0;0;77;23;8.4;4.1;201
66080;Fontpédrouse;6;N/A - résultat non disponible;0;0;100;0;64.3;1;120
66081;Fontrabiouse;6;475.4;0;0;89.4;10.6;15.6;2.3;131
66082;Formiguères;6;144.6;1.9;0;81.7;15.6;46.9;4.8;496
66083;Fosse;11;589.7;0;0;52;48;4.4;0.1;41
66084;Fourques;16;-32.2;4.8;0;0;95.2;9.4;5.7;1316
66085;Fuilla;11;-42;8.2;0;68.7;23.1;9.7;3;434
66086;Glorianes;6;-42.4;0;0;98;2;18.7;0;19
66088;Ille-sur-Têt;14;14;4.8;0;48.8;46.4;31.7;102;5538
66089;Joch;9;-76.4;0;0;57;43;3.4;6.5;367
66090;Jujols;10;-38.9;0;0;98.4;1.6;10.1;0.5;43
66091;Lamanère;11;53.1;0;0;96;4;23.8;0;55
66092;Lansac;10;-20;14;0;47.1;38.9;5.2;0.8;91
66093;Laroque-des-Albères;17;-42.5;10;0;61;29;20.5;16.8;2219
66094;Latour-Bas-Elne;11;0;36.3;0;0;63.7;3.3;27.6;3221
66095;Latour-de-Carol;6;51.5;7.3;0;67.6;25.1;12.6;3.9;461
66096;Latour-de-France;13;-25.2;3.3;0;48.1;48.6;13.9;2;1043
66097;Lesquerde;12;-19.5;1.7;0;41.8;56.4;15.7;0.7;141
66098;La Llagonne;7;61.1;3;0;72.2;24.9;23.1;8.2;218
66099;Llauro;7;-1.7;3.6;0;67.3;29.1;8.3;1.7;317
66100;Llo;10;48.3;1.3;0;88.2;10.5;28.4;0.8;161
66101;Llupia;13;-30.9;11;0;0;89;6.9;7;2140
66102;Mantet;8;-53.5;0;0;100;0;32.1;1.1;33
66103;Marquixanes;11;125.9;5.6;0;59.5;32.8;4.8;14.5;573
66104;Los Masos;16;764.8;10.6;0;31.6;57.8;5.7;7.7;976
66105;Matemale;7;276.6;4.6;0;64.5;22.6;18.9;6.9;278
66106;Maureillas-las-Illas;14;-42.8;2.7;0;80.8;16.5;42.1;15.6;2762
66107;Maury;14;-21.3;1.5;0;46.2;52.3;34.6;5.2;785
66108;Millas;14;16.2;10.6;0;16.9;72.5;19.1;22.6;4294
66109;Molitg-les-Bains;12;-65.2;0;0;90.1;9.9;13;1;248
66111;Montalba-le-Château;9;-12.4;0;0;58.3;41.7;15.9;1.1;155
66112;Montauriol;11;62.6;4.7;0;77.2;18.1;11.1;1.7;251
66113;Montbolo;8;210;1.1;0;97.6;1.3;22;1.6;177
66114;Montescot;13;18.1;10.4;0;0;83.2;6;6.9;1612
66115;Montesquieu-des-Albères;9;-45.6;7.5;0;60.6;31.9;17.1;16.6;1273
66116;Montferrer;10;2.5;0;0;92.3;7.6;22;0.3;206
66117;Mont-Louis;6;N/A - résultat non disponible;69.5;0;27.1;3.4;0.4;0.3;147
66118;Montner;12;0;0;0;37.7;62.3;11;5.4;331
66119;Mosset;13;-13.6;0;0;94.5;5.5;71.9;2.4;316
66120;Nahuja;6;297.6;0.3;0;43;56.8;5.6;0.6;76
66121;Néfiach;11;-6.9;5.6;0;18.4;75.9;8.8;7.4;1343
66122;Nohèdes;13;-36.6;0;0;100;0;30.9;1.3;60
66123;Nyer;11;1173.3;0;0;99.9;0.1;37;0.4;152
66124;Font-Romeu-Odeillo-Via;8;122.8;8.4;0;72.4;19.2;29.6;27.5;1780
66125;Olette;9;4500;0;0;97.6;2.4;29;0.3;342
66126;Oms;12;-38.8;3;0;80.2;16.8;18.5;5.5;344
66127;Opoul-Périllos;12;-23.3;1.2;0;83.9;14.9;50.5;9.2;1202
66128;Oreilla;8;N/A - résultat non disponible;0;0;100;0;16;0;26
66129;Ortaffa;14;534.6;17.6;0;4.5;77.9;8.5;21.6;1798
66130;Osséja;7;127.5;7.5;0;81.9;10.6;17.1;14.4;1372
66132;Palau-de-Cerdagne;8;39.8;3.7;0;78;18.3;11.5;3;412
66133;Palau-del-Vidre;13;42;11.2;0;1;87.8;10.4;16.9;3135
66134;Passa;10;-18.9;3.1;0;21.7;75.2;13.5;14.5;1039
66136;Perpignan;20;-16.8;52.1;0;0.4;47.5;68.1;310.1;119656
66137;Le Perthus;9;N/A - résultat non disponible;6.8;0;93.2;0;4.3;0.3;560
66138;Peyrestortes;18;-37;8.2;0;4.9;86.9;8;11.1;1690
66139;Pézilla-de-Conflent;13;N/A - résultat non disponible;0;0;84.2;15.8;6.8;0;38
66140;Pézilla-la-Rivière;11;7;6.3;0;2.1;91.6;15.6;35.6;3942
66141;Pia;12;11.9;34.8;0;0;65.2;13.2;92;10733
66142;Planès;5;-15.7;0;0;87.2;12.8;14.2;1.1;55
66143;Planèzes;13;-23.8;0;0;58.4;41.6;6.2;0.4;93
66144;Pollestres;13;-61.9;21.6;0;0;78.3;8.3;56.4;5402
66145;Ponteilla;19;18.6;6.2;0;0;93.8;13.8;16.3;2922
66146;Porta;6;1036.7;0.4;0;97.1;2.6;65.2;0.1;113
66147;Porté-Puymorens;8;112.9;0.6;0;99.3;0.1;49.4;0.2;104
66148;Port-Vendres;24;-8.1;10;0;34.7;54.2;14.8;14.3;3969
66149;Prades;13;83.7;24.9;0;34.4;40.7;10.9;27.5;6124
66150;Prats-de-Mollo-la-Preste;9;-62.4;0.4;0;93.4;6.2;145.1;1.1;1134
66151;Prats-de-Sournia;10;-13.8;0;0;80;20;8;0.1;78
66152;Prugnanes;9;20.5;0;0;91;9;13.5;0.2;105
66153;Prunet-et-Belpuig;8;-40.4;0;0;96.1;3.9;21.7;0.3;47
66154;Puyvalador;6;1800;1.8;0;90.4;7.2;19.5;49.8;59
66155;Py;9;-12;0;0;99.2;0.8;50.9;0;79
66156;Rabouillet;10;-41;0;0;94.1;5.9;19.2;0.1;89
66157;Railleu;8;N/A - résultat non disponible;0;0;100;0;10;0.3;23
66158;Rasiguères;10;-49.6;0;0;61.3;38.7;13.7;0.5;161
66159;Réal;6;213.8;0;0;77.2;19;10.4;1.2;69
66160;Reynès;12;-80.6;3.8;0;77.8;18.3;27.6;10.8;1244
66161;Ria-Sirach;12;-3.1;5.9;0;84.5;9.6;12.8;7.5;1324
66162;Rigarda;10;-76.6;11.9;0;40.2;47.8;3.6;9.5;703
66164;Rivesaltes;11;-17.5;24.3;0;8.8;66.9;28.8;38.9;9099
66165;Rodès;14;-28.8;2.3;0;74;23.5;18.1;4.5;677
66166;Sahorre;10;-13;2;0;89.4;8.6;14.9;2.5;399
66167;Saillagouse;11;54.9;7.9;0;37.5;54.6;11.3;6;1173
66168;Saint-André;12;-4.4;19.5;0;0;80.5;9.7;13.7;3400
66169;Saint-Arnac;13;-51.5;12.2;0;64.6;23.2;6.6;1.4;104
66170;Sainte-Colombe-de-la-Commanderie;10;-44;10;0;41.7;48.3;4.7;3.4;162
66171;Saint-Cyprien;18;-23.8;45.4;0;3.6;50.6;15.8;38.2;11398
66172;Saint-Estève;9;-6.1;33.9;0;2.1;64;11.7;25.5;11550
66173;Saint-Féliu-d'Amont;10;-23.4;4.7;0;0;95.3;6.1;13.1;1231
66174;Saint-Féliu-d'Avall;9;-16.4;17.4;0;0;82.6;10.8;12.6;2918
66175;Saint-Génis-des-Fontaines;17;7.9;13.9;0;1.3;84.9;9.9;13.5;2911
66176;Saint-Hippolyte;12;6.7;5.2;1;0;50.5;14.7;26.3;3227
66177;Saint-Jean-Lasseille;12;10.7;15.2;0;0;84.8;2.9;12.7;1570
66178;Saint-Jean-Pla-de-Corts;12;67.2;16.5;0;12.8;70.7;10.6;8.1;2258
66179;Saint-Laurent-de-Cerdans;13;-25.8;1.1;0;90.6;8.3;45.1;1.1;1027
66180;Saint-Laurent-de-la-Salanque;12;94.5;25.3;0.3;5.3;38.3;12.4;14;10010
66181;Sainte-Léocadie;6;114.5;0;0;28.8;71.2;8.9;5;123
66182;Sainte-Marie-la-Mer;15;-20.6;22.7;2.1;2.8;71.5;10.3;26.4;4784
66183;Saint-Marsal;8;-52;0;0;91.6;8.4;15.4;8.2;70
66184;Saint-Martin-de-Fenouillet;10;168.8;0;0;73.3;26.7;10.7;0.1;50
66185;Saint-Michel-de-Llotes;10;-40;3.5;0;77.8;18.7;8.6;4.1;357
66186;Saint-Nazaire;11;47;7.5;13.1;0;77.3;10.3;10.8;2785
66187;Saint-Paul-de-Fenouillet;12;-6.4;2;0;53.8;44.3;43.9;7.8;1757
66188;Saint-Pierre-dels-Forcats;7;10.1;4;0;64;32;12.8;3.5;261
66189;Saleilles;9;-38.7;30.4;0;0;69.6;6.1;33.8;5671
66190;Salses-le-Château;11;60.2;3.3;7.6;33.1;43.2;71.3;21.2;3752
66191;Sansa;8;N/A - résultat non disponible;0;0;100;0;22.3;0;27
66192;Sauto;7;0;0;0;99.2;0.8;8.4;0.6;98
66193;Serdinya;8;-86.4;0;0;91.8;8.2;16.9;0.3;228
66194;Serralongue;11;-59.6;2;0;89.4;8.6;23;0.8;235
66195;Le Soler;10;-24.1;30.2;0;0;69.8;10.3;34.2;7846
66196;Sorède;13;94.7;6.2;0;86.8;7;34.5;19.6;3448
66197;Souanyas;8;751.7;0;0;78.3;21.7;4.8;0;34
66198;Sournia;11;-13.4;1.1;0;84.6;14.3;30;1.9;486
66199;Taillet;7;-33.3;0;0;88.9;11.1;10;1.5;105
66201;Tarerach;10;-25.7;0;0;63.6;36.4;8.2;0.2;44
66202;Targasonne;8;116.7;6.8;0;71.6;21.6;7.8;1.2;195
66203;Taulis;7;N/A - résultat non disponible;0;0;85.4;14.6;6.2;0.1;59
66204;Taurinya;7;852.8;2.6;0;92.2;5.2;14.5;0.9;326
66205;Tautavel;16;30.4;5.2;0;51.8;43;53.5;11.8;877
66206;Le Tech;11;-63.8;0;0;96.5;3.5;25.2;0.5;98
66207;Terrats;8;-35.8;4.8;0;4.1;91.1;7.3;4.1;782
66208;Théza;11;-6.8;11.6;0;0;88.4;4.8;22.6;2171
66209;Thuès-Entre-Valls;9;N/A - résultat non disponible;0;0;100;0;20.4;0;31
66210;Thuir;12;3.1;13.6;0;3.2;83.2;19.9;55.5;8173
66211;Tordères;8;-8.8;0;0;54.2;45.8;9.9;0.4;184
66212;Torreilles;16;98.9;18.6;4.7;13;62.7;17.1;82.9;3821
66213;Toulouges;13;-45.8;36;0;0;64;8;59.7;7334
66214;Tresserre;11;-25.9;6.7;0;2.4;91;11.2;11.6;1155
66215;Trévillach;10;-64.3;0;0;89.3;10.7;17.2;1.9;174
66216;Trilla;11;52.1;0;0;82.2;16.9;9;2.5;76
66217;Trouillas;16;20.3;8.2;0;0;91.8;17;26.4;2257
66218;Ur;6;37.8;4.7;0;37.1;58.2;6.8;9.5;348
66219;Urbanya;10;-100;0;0;100;0;14.4;0.1;47
66220;Valcebollère;8;N/A - résultat non disponible;0;0;97.5;2.5;26;0.1;35
66221;Valmanya;10;-66.7;0;0;96.5;3.5;27.6;0;34
66222;Vernet-les-Bains;8;-55.8;8.2;0;82.9;9;16.8;3.8;1445
66223;Villefranche-de-Conflent;9;N/A - résultat non disponible;2.3;0;95.6;2.1;4.5;0.1;207
66224;Villelongue-de-la-Salanque;11;-36.6;14.3;0;0;85.7;7.2;19.2;3301
66225;Villelongue-dels-Monts;11;229;9.6;0;58.1;32.3;11.6;17.2;1858
66226;Villemolaque;9;-46.4;19.8;0;0;80.2;6;6.5;1323
66227;Villeneuve-de-la-Raho;10;-32.8;14.8;0;0;68.9;11.4;42.6;4270
